incident_id,datetime,reported_date,crime_type,crime_category,neighborhood,police_division,police_station,station_code,locality,latitude,longitude,premise_category,weapon_category,victim_age,victim_sex,case_status,is_synthetic,source_dataset,generation_version
00c0351b-6043-5176-adf6-41a001c681b5,2020-01-01T00:01:00+05:30,2021-03-15,Cybercrime,fraud_cyber_crime,Chamarajapet,West,Chamarajapet,PSB-153,Chamarajapet,12.9597,77.5684,built_other,,46.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
029117e9-fc80-5460-b89e-b436400d92b5,2020-01-04T11:00:00+05:30,2020-01-06,Theft From Vehicle,property_crime,R.T. Nagar,North,R.T. Nagar,PSB-117,R.T. Nagar,13.0243,77.5965,outdoor,,68.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01b6d318-f0e7-59b0-9954-ed4ed577d107,2020-01-04T11:40:00+05:30,2020-01-04,Shoplifting,property_crime,Hebbal,North,Hebbal,PSB-119,Hebbal,13.0384,77.6072,commercial,,,other_or_unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00b0bcf9-764e-5d6b-8a39-cfc9458d728b,2020-01-04T13:00:00+05:30,2020-01-05,Fraud,fraud_cyber_crime,Hulimavu,South East,Hulimavu,PSB-800,Hulimavu,12.8655,77.5992,residential,,60.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00c8ecac-2308-589b-8f6e-e4b2a6b02944,2020-01-04T16:00:00+05:30,2020-01-07,Vehicle Theft,property_crime,Mico Layout,South East,Mico Layout,PSB-801,Mico Layout,12.9095,77.6103,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01cc431e-a5bb-5cd1-96c4-c73fd51f67b8,2020-01-04T19:57:00+05:30,2020-01-04,Vehicle Theft,property_crime,Rama Murthy Nagar,East,Rama Murthy Nagar,PSB-93,Rama Murthy Nagar,13.0373,77.6754,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
008f61fb-ce72-551e-b9f5-411719d7a64f,2020-01-04T21:00:00+05:30,2020-01-06,Property Damage,property_crime,Mico Layout,South East,Mico Layout,PSB-801,Mico Layout,12.8928,77.6104,commercial,,60.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01f3e059-a5d5-5fcb-ab2f-c1fc5ad42f64,2020-01-04T23:15:00+05:30,2020-01-04,Assault,violent_crime,Wilson Garden,Central,Wilson Garden,PSB-84,Wilson Garden,12.9555,77.592,public_institutional,physical_force,23.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
010939ec-14e5-530d-af07-9f24744f92c7,2020-01-05T03:00:00+05:30,2020-01-05,Robbery,violent_crime,H.S.R. Layout,South East,H.S.R. Layout,PSB-147,H.S.R. Layout,12.9089,77.6472,outdoor,firearm,39.0,male,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
028963a1-21c4-5f0f-bb59-35a0f9ee2f04,2020-01-05T08:00:00+05:30,2020-01-10,Theft,property_crime,Banasawadi,East,Banasawadi,PSB-89,Banasawadi,13.0175,77.6388,residential,,27.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
02a46752-5a1b-5793-a51f-98b507654b7a,2020-01-05T08:50:00+05:30,2020-01-05,Burglary,property_crime,Mico Layout,South East,Mico Layout,PSB-801,Mico Layout,12.9156,77.6193,residential,,53.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
001c5079-6a0d-5ce7-bca8-f214a39b6825,2020-01-05T15:30:00+05:30,2020-01-05,Domestic Violence,family_child_offence,Electronic City,South East,Electronic City,PSB-144,Electronic City,12.8777,77.6378,residential,physical_force,33.0,female,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00102c0b-2787-5728-b560-7be63c9147b4,2020-01-05T18:00:00+05:30,2020-01-05,Traffic Offence,public_order,Cubbon Park,Central,Cubbon Park,PSB-79,Cubbon Park,12.9736,77.5994,outdoor,,,other_or_unknown,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00405b67-b670-573c-a291-20e4a38eb577,2020-01-05T21:00:00+05:30,2020-01-06,Weapons Offence,weapons_offence,Bande Palya,South East,Bande Palya,PSB-143-01,Bande Palya,12.9051,77.6397,outdoor,other_weapon,53.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
017938fd-44d8-5f7f-8240-7d996d8380a8,2020-01-05T22:00:00+05:30,2020-01-06,Theft From Vehicle,property_crime,Jayanagar,South,Jayanagar,PSB-131,Jayanagar,12.9235,77.5802,outdoor,,43.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00715b55-3257-5af6-b13b-10aca8eafe1f,2020-01-06T07:00:00+05:30,2020-01-06,Vehicle Theft,property_crime,Suddaguntepalya,South East,Suddaguntepalya,PSB-151-02,Suddaguntepalya,12.9205,77.6001,outdoor,,23.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
000cef59-37e4-5226-b8d8-8da8f4d1ea04,2020-01-06T19:45:00+05:30,2020-01-06,Property Damage,property_crime,Banasawadi,East,Banasawadi,PSB-89,Banasawadi,13.0196,77.6426,outdoor,,60.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01657d04-6507-5090-8b13-47e05facb1fa,2020-01-07T08:30:00+05:30,2020-01-07,Theft,property_crime,C.K.Achchukattu,South,C.K.Achchukattu,PSB-140,C.K.Achchukattu,12.9282,77.5462,outdoor,physical_force,34.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
02166889-0e7c-5e36-8dda-b0888fe562e1,2020-01-07T16:38:00+05:30,2020-01-07,Arson,property_crime,Banasawadi,East,Banasawadi,PSB-89,Banasawadi,13.0158,77.643,commercial,other_weapon,,other_or_unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
0288c719-cba1-54db-b0cf-5d82201521b3,2020-01-07T17:00:00+05:30,2020-01-07,Order Violation,public_order,Viveknagar,Central,Viveknagar,PSB-81,Viveknagar,12.957,77.6168,public_institutional,,53.0,female,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
0187cbb3-df25-5f91-a9ea-71455f9ec378,2020-01-07T17:15:00+05:30,2020-01-07,Robbery,violent_crime,J .B. Nagar,East,J .B. Nagar,PSB-97,J .B. Nagar,12.9583,77.6562,commercial,physical_force,29.0,male,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00f043df-6433-5712-bba7-f509d9eefa6a,2020-01-07T21:25:00+05:30,2020-01-07,Assault,violent_crime,Halasoor,East,Halasoor,PSB-95,Halasoor,12.9584,77.6383,commercial,physical_force,14.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
025c5f63-05d8-5767-bc70-88d84b96b9b9,2020-01-07T21:35:00+05:30,2020-01-07,Weapons Offence,weapons_offence,H.A.L.,Whitefield,H.A.L.,PSB-738,H.A.L.,12.9667,77.7045,residential,other_weapon,33.0,male,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01bf7d3a-6370-5486-93ac-00e299f1f300,2020-01-07T22:00:00+05:30,2020-01-08,Theft,property_crime,Mahadevapura,Whitefield,Mahadevapura,PSB-743,Mahadevapura,12.997,77.6962,built_other,,41.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
0132374c-47c7-5859-8547-0cd8299de9ad,2020-01-08T02:00:00+05:30,2020-02-05,Sexual Offence,sexual_offence,R.T. Nagar,North,R.T. Nagar,PSB-117,R.T. Nagar,13.0215,77.5895,residential,physical_force,18.0,female,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
020a988f-4c95-5acd-8898-7a992d2df430,2020-01-08T06:45:00+05:30,2020-01-09,Theft From Vehicle,property_crime,Siddapura,South,Siddapura,PSB-133,Siddapura,12.9393,77.5851,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
02962412-1800-56fc-84bf-181bd2aed306,2020-01-09T11:30:00+05:30,2020-01-10,Theft From Vehicle,property_crime,Indiranagar,East,Indiranagar,PSB-96,Indiranagar,12.9735,77.6469,outdoor,,46.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
0219481b-12fb-5045-ba52-d9c40df8a81d,2020-01-09T12:00:00+05:30,2020-01-21,Cybercrime,fraud_cyber_crime,J.P. Nagar,South,J.P. Nagar,PSB-132,J.P. Nagar,12.9103,77.5949,commercial,,41.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00b4926a-997f-50b2-8bcc-0124cc8ad55a,2020-01-09T12:30:00+05:30,2020-01-09,Trespass,public_order,Jayanagar,South,Jayanagar,PSB-131,Jayanagar,12.9258,77.5836,residential,,41.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01857da2-2a2b-5e03-a735-f08dffb3b716,2020-01-09T12:48:00+05:30,2020-01-09,Assault,violent_crime,K.G. Halli,East,K.G. Halli,PSB-92,K.G. Halli,13.0215,77.6298,commercial,physical_force,19.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
02388c15-d977-5d98-85a8-9da3f0849df7,2020-01-09T13:28:00+05:30,2020-01-09,Assault,violent_crime,Sanjaynagar,North,Sanjaynagar,PSB-118,Sanjaynagar,13.041,77.5897,outdoor,physical_force,71.0,male,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01c04734-3912-5a90-a712-2d8a7585867a,2020-01-09T14:00:00+05:30,2020-01-11,Theft From Vehicle,property_crime,Hennur,East,Hennur,PSB-91,Hennur,13.0223,77.6503,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00aef9c7-10a7-593a-86e7-a203c0ec2348,2020-01-09T18:25:00+05:30,2020-01-10,Domestic Violence,family_child_offence,Hennur,East,Hennur,PSB-91,Hennur,13.0333,77.6323,residential,physical_force,23.0,female,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01d6b212-b8d9-56ef-bd6e-0b323a0431ef,2020-01-09T18:30:00+05:30,2020-01-10,Burglary,property_crime,Kumarswamy layout,South,Kumarswamy layout,PSB-135,Kumarswamy layout,12.9072,77.5609,residential,,64.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
022f2cb4-2318-5e95-9564-14c446b35781,2020-01-10T00:01:00+05:30,2020-03-14,Fraud,fraud_cyber_crime,Sheshadripuram,Central,Sheshadripuram,PSB-87,Sheshadripuram,12.9901,77.5718,built_other,,37.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
029046db-f260-509d-a8b9-8f01b0de6c7f,2020-01-10T04:00:00+05:30,2021-10-14,Vehicle Theft,property_crime,Jnanabharathi,West,Jnanabharathi,PSB-162,Jnanabharathi,12.9572,77.4936,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
0164678e-9ce2-5dc0-97de-abf19961396a,2020-01-10T05:00:00+05:30,2020-01-10,Vehicle Theft,property_crime,R.T. Nagar,North,R.T. Nagar,PSB-117,R.T. Nagar,13.0276,77.6011,outdoor,,,unknown,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00f3dcac-6e81-506f-928f-451850f0e766,2020-01-10T09:46:00+05:30,2020-01-17,Domestic Violence,family_child_offence,Thilaknagar,South East,Thilaknagar,PSB-152,Thilaknagar,12.9193,77.5915,residential,physical_force,26.0,female,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01143cdd-d07c-5a43-aa72-2c3f29d0a64d,2020-01-10T13:30:00+05:30,2020-01-10,Weapons Offence,weapons_offence,Viveknagar,Central,Viveknagar,PSB-81,Viveknagar,12.9348,77.6334,commercial,other_weapon,41.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00a47628-25bd-5e79-92c7-45a13c2d25b3,2020-01-10T14:12:00+05:30,2020-01-10,Vehicle Theft,property_crime,Basaveshwara Nagar,West,Basaveshwara Nagar,PSB-165,Basaveshwara Nagar,12.9986,77.5341,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00cfbfc0-41ca-50eb-972c-c5eb577b5ba7,2020-01-10T18:00:00+05:30,2020-01-11,Theft From Vehicle,property_crime,Basavanagudi,South,Basavanagudi,PSB-130,Basavanagudi,12.9407,77.5753,outdoor,,24.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
027788bd-3094-5c3e-bf50-1b64739a0e03,2020-01-11T07:30:00+05:30,2020-01-11,Assault,violent_crime,K.R. Puram,Whitefield,K.R. Puram,PSB-741,K.R. Puram,13.0164,77.6843,residential,physical_force,63.0,male,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
003dadb5-dcda-5e3a-9907-64d97ba157b7,2020-01-12T03:30:00+05:30,2020-01-28,Domestic Violence,family_child_offence,Rama Murthy Nagar,East,Rama Murthy Nagar,PSB-93,Rama Murthy Nagar,13.0105,77.6598,residential,physical_force,36.0,male,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01b236aa-06ff-5d55-8bde-8e82082645e1,2020-01-12T07:30:00+05:30,2020-01-12,Domestic Violence,family_child_offence,Mahadevapura,Whitefield,Mahadevapura,PSB-743,Mahadevapura,12.9781,77.6988,outdoor,physical_force,35.0,male,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
005adfa4-dafc-5219-ad8e-09d837c0e43a,2020-01-12T13:56:00+05:30,2020-01-12,Theft,property_crime,City Market,West,City Market,PSB-154,City Market,12.9711,77.5769,residential,,29.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
010658c7-b0f6-5a10-8de2-fafaa118e2e9,2020-01-12T14:00:00+05:30,2020-01-12,Theft From Vehicle,property_crime,Bellanduru,Whitefield,Bellanduru,PSB-737,Bellanduru,12.8927,77.6646,outdoor,,29.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01c9282a-8c0c-573c-b315-6ea7dafecd00,2020-01-12T14:00:00+05:30,2020-01-12,Assault,violent_crime,Ashoknagar,Central,Ashoknagar,PSB-795,Ashoknagar,12.9632,77.605,residential,physical_force,50.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
014bf48c-66a7-5ea0-8597-5a1024c349e8,2020-01-12T16:50:00+05:30,2020-01-13,Assault,violent_crime,Kengeri,West,Kengeri,PSB-163,Kengeri,12.911,77.4789,outdoor,physical_force,78.0,male,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
023cfeb2-9228-590e-9822-7f670add23d6,2020-01-12T19:00:00+05:30,2020-01-13,Vehicle Theft,property_crime,R.M.C. Yard,North,R.M.C. Yard,PSB-110,R.M.C. Yard,13.0187,77.5501,outdoor,,,unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
01bbf02c-2613-55a2-b954-8e72013c38ce,2020-01-13T18:00:00+05:30,2020-01-14,Sexual Offence,sexual_offence,Kengeri,West,Kengeri,PSB-163,Kengeri,12.9242,77.4868,outdoor,physical_force,18.0,female,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
028ebd7f-94b1-5c2c-90cd-23b2b9284b83,2020-01-14T04:00:00+05:30,2020-01-14,Property Damage,property_crime,Rajajinagar,North,Rajajinagar,PSB-105,Rajajinagar,12.9918,77.5595,vehicle,,43.0,female,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
008a6cc6-31ae-55e2-9c9d-b610453d3705,2020-01-14T07:26:00+05:30,2020-01-14,Shoplifting,property_crime,Halasoor,East,Halasoor,PSB-95,Halasoor,12.9729,77.6171,commercial,,,other_or_unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
0084e490-231c-5779-878d-450b870c78f2,2020-01-14T17:00:00+05:30,2020-01-17,Fraud,fraud_cyber_crime,Vidyaranyapura,North East,Vidyaranyapura,PSB-127-01,Vidyaranyapura,13.069,77.5612,commercial,,,other_or_unknown,under_investigation,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
00c54bfa-e836-520c-a32b-20cd97b870fd,2020-01-14T22:00:00+05:30,2020-01-14,Assault,violent_crime,Ashoknagar,Central,Ashoknagar,PSB-795,Ashoknagar,12.9683,77.6075,residential,physical_force,56.0,female,closed_other,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
014c5d76-1f0b-5234-98b9-37f98c8a82dc,2020-01-15T07:20:00+05:30,2020-01-15,Vehicle Theft,property_crime,V.V.Puram,South,V.V.Puram,PSB-139,V.V.Puram,12.9536,77.5768,outdoor,,,unknown,arrest_made,True,US municipal crime incidents 2020-2024 (CC0; see manifest),blr-synthetic-v1.0.0
