datetime,crime_type,neighborhood,latitude,longitude
2024-02-21 14:15:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.048,-118.2577
2024-02-20 16:40:00,BURGLARY,Central,34.0689,-118.2431
2024-02-21 16:58:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.048,-118.2577
2024-02-20 09:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0471,-118.2474
2024-02-21 17:30:00,BURGLARY FROM VEHICLE,Central,34.0686,-118.2266
2024-02-21 11:30:00,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",Central,34.0561,-118.2375
2024-02-21 18:30:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-21 06:15:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0613,-118.2446
2024-02-09 00:55:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.043,-118.2606
2024-02-21 19:59:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0488,-118.2518
2024-02-22 00:50:00,ATTEMPTED ROBBERY,Central,34.0432,-118.2344
2024-02-21 06:50:00,BATTERY - SIMPLE ASSAULT,Central,34.048,-118.2542
2024-02-21 20:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0615,-118.2412
2024-02-20 22:45:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0673,-118.2354
2024-02-21 18:00:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0504,-118.2358
2024-02-22 04:00:00,OTHER MISCELLANEOUS CRIME,Central,34.0372,-118.2551
2024-02-21 17:00:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0363,-118.2672
2024-02-22 02:30:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0342,-118.2636
2024-02-22 02:30:00,BATTERY - SIMPLE ASSAULT,Central,34.0342,-118.2636
2024-02-22 03:10:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0535,-118.2299
2024-02-21 19:28:00,BATTERY - SIMPLE ASSAULT,Central,34.0435,-118.2366
2024-02-22 00:35:00,THREATENING PHONE CALLS/LETTERS,Central,34.0515,-118.2424
2024-02-22 01:55:00,BURGLARY,Central,34.0585,-118.2403
2024-02-21 02:00:00,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,Central,34.0484,-118.2339
2024-02-21 23:40:00,"BURGLARY, ATTEMPTED",Central,34.0461,-118.2475
2024-02-07 18:52:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-04 09:00:00,VEHICLE - STOLEN,Central,34.0615,-118.247
2024-02-22 08:50:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0487,-118.2588
2024-02-22 06:21:00,TRESPASSING,Central,34.0549,-118.2511
2024-02-21 08:25:00,BURGLARY FROM VEHICLE,Central,34.0419,-118.2523
2024-02-21 08:00:00,BURGLARY FROM VEHICLE,Central,34.0547,-118.2505
2024-02-21 07:45:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0607,-118.2405
2024-02-22 04:45:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0561,-118.2375
2024-02-22 07:20:00,BATTERY - SIMPLE ASSAULT,Central,34.0481,-118.2507
2024-02-18 01:00:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0515,-118.2592
2024-02-13 12:00:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0459,-118.2579
2024-02-22 01:00:00,BURGLARY FROM VEHICLE,Central,34.043,-118.2571
2024-02-21 18:10:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0633,-118.2336
2024-02-19 20:20:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0483,-118.2631
2024-02-21 22:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0626,-118.2445
2024-02-22 12:45:00,VEHICLE - STOLEN,Central,34.0535,-118.2491
2024-02-18 01:00:00,PICKPOCKET,Central,34.0417,-118.2584
2024-02-14 13:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0446,-118.245
2024-02-12 14:30:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0449,-118.2458
2024-02-22 16:40:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.064,-118.2375
2024-02-21 18:30:00,"THEFT, PERSON",Central,34.0452,-118.2533
2024-02-22 11:45:00,ROBBERY,Central,34.0373,-118.2503
2024-02-22 11:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0404,-118.2504
2024-02-22 13:30:00,ROBBERY,Central,34.0386,-118.2638
2024-02-15 11:18:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0423,-118.2595
2024-02-15 22:00:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0476,-118.2477
2024-02-10 01:10:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0445,-118.2523
2024-02-20 18:52:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-22 10:00:00,BRANDISH WEAPON,Central,34.0481,-118.2507
2024-02-22 11:00:00,BRANDISH WEAPON,Central,34.0528,-118.2325
2024-02-22 14:40:00,BATTERY - SIMPLE ASSAULT,Central,34.0508,-118.2586
2024-02-21 13:35:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0471,-118.2491
2024-02-20 20:00:00,BURGLARY FROM VEHICLE,Central,34.0432,-118.2504
2024-02-07 10:15:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0467,-118.252
2024-02-15 19:45:00,BURGLARY FROM VEHICLE,Central,34.0637,-118.244
2024-02-21 08:00:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0569,-118.254
2024-02-22 20:10:00,BURGLARY FROM VEHICLE,Central,34.048,-118.2577
2024-02-21 07:44:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0446,-118.249
2024-02-22 15:00:00,BURGLARY FROM VEHICLE,Central,34.048,-118.2438
2024-02-22 13:22:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-22 14:10:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-22 20:20:00,TRESPASSING,Central,34.0635,-118.2357
2024-02-23 00:35:00,BATTERY WITH SEXUAL CONTACT,Central,34.0473,-118.2566
2024-02-23 00:45:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0407,-118.2468
2024-02-21 23:00:00,BURGLARY,Central,34.0713,-118.2506
2024-02-22 17:45:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0462,-118.2585
2024-02-21 17:30:00,BURGLARY,Central,34.0684,-118.2449
2024-02-23 03:50:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0412,-118.2436
2024-02-23 07:00:00,TRESPASSING,Central,34.0497,-118.2381
2024-02-21 15:45:00,BIKE - STOLEN,Central,34.0635,-118.2458
2024-02-22 20:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0649,-118.24
2024-02-22 13:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0396,-118.259
2024-02-23 07:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0421,-118.2469
2024-02-22 08:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0438,-118.2416
2024-02-22 23:55:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0445,-118.2558
2024-02-17 01:00:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.046,-118.251
2024-02-15 00:30:00,PICKPOCKET,Central,34.0516,-118.2491
2024-02-22 19:00:00,VEHICLE - STOLEN,Central,34.0637,-118.244
2024-02-23 12:15:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.058,-118.241
2024-02-23 14:35:00,ROBBERY,Central,34.0561,-118.2375
2024-02-23 14:20:00,ROBBERY,Central,34.042,-118.2625
2024-02-23 00:01:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0444,-118.2628
2024-02-11 18:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0449,-118.2415
2024-02-21 17:00:00,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,Central,34.0647,-118.2302
2024-02-23 16:20:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0515,-118.2424
2024-02-23 16:40:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.04,-118.2458
2024-02-23 15:15:00,TRESPASSING,Central,34.0549,-118.2511
2024-02-22 22:30:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.045,-118.264
2024-02-16 12:30:00,BURGLARY FROM VEHICLE,Central,34.0459,-118.2579
2024-02-23 19:45:00,BURGLARY FROM VEHICLE,Central,34.0433,-118.2377
2024-02-22 22:00:00,BURGLARY FROM VEHICLE,Central,34.0607,-118.2494
2024-02-23 15:15:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0515,-118.2424
2024-02-23 17:35:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.051,-118.248
2024-02-23 17:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0338,-118.2706
2024-02-22 10:15:00,BURGLARY FROM VEHICLE,Central,34.0439,-118.2479
2024-02-23 21:00:00,OTHER ASSAULT,Central,34.0469,-118.2381
2024-02-23 19:10:00,VEHICLE - STOLEN,Central,34.043,-118.2606
2024-02-23 19:40:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-23 18:00:00,BURGLARY,Central,34.0615,-118.247
2024-02-23 23:20:00,TRESPASSING,Central,34.0549,-118.2511
2024-02-23 21:35:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0481,-118.2507
2024-02-23 21:30:00,BATTERY - SIMPLE ASSAULT,Central,34.0467,-118.2485
2024-02-23 22:30:00,BURGLARY FROM VEHICLE,Central,34.0619,-118.2369
2024-02-24 03:20:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0415,-118.2655
2024-02-23 22:30:00,ROBBERY,Central,34.0454,-118.2658
2024-02-21 10:00:00,VEHICLE - STOLEN,Central,34.0575,-118.2545
2024-02-23 14:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0423,-118.2453
2024-02-23 17:40:00,BATTERY - SIMPLE ASSAULT,Central,34.0409,-118.2574
2024-02-24 03:30:00,BURGLARY FROM VEHICLE,Central,34.0334,-118.2642
2024-02-24 09:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0408,-118.2644
2024-02-24 11:00:00,VEHICLE - STOLEN,Central,34.0643,-118.2286
2024-02-23 04:00:00,VEHICLE - STOLEN,Central,34.0472,-118.2339
2024-02-23 23:00:00,BURGLARY FROM VEHICLE,Central,34.0545,-118.2534
2024-02-24 11:35:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0442,-118.2519
2024-02-24 10:00:00,VIOLATION OF COURT ORDER,Central,34.0628,-118.2286
2024-02-24 15:15:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-24 16:40:00,TRESPASSING,Central,34.0524,-118.2467
2024-02-24 14:30:00,BATTERY - SIMPLE ASSAULT,Central,34.0635,-118.2357
2024-02-24 15:45:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0653,-118.2412
2024-02-24 08:10:00,VIOLATION OF RESTRAINING ORDER,Central,34.0535,-118.256
2024-02-23 22:00:00,BURGLARY FROM VEHICLE,Central,34.0419,-118.2669
2024-02-24 17:45:00,ROBBERY,Central,34.048,-118.2542
2024-02-24 20:00:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0498,-118.24
2024-02-24 12:00:00,BURGLARY,Central,34.0452,-118.2533
2024-02-24 22:00:00,BURGLARY FROM VEHICLE,Central,34.0439,-118.2479
2024-02-24 19:40:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0335,-118.2619
2024-02-24 13:00:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0466,-118.252
2024-02-25 02:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0401,-118.2669
2024-02-24 23:45:00,PICKPOCKET,Central,34.0459,-118.2669
2024-02-24 15:45:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0649,-118.24
2024-02-20 22:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-24 01:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0495,-118.2459
2024-02-24 20:35:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-16 16:00:00,ROBBERY,Central,34.0446,-118.2507
2024-02-24 15:10:00,VEHICLE - STOLEN,Central,34.0423,-118.2595
2024-02-25 08:20:00,TRESPASSING,Central,34.0524,-118.2467
2024-02-25 06:40:00,TRESPASSING,Central,34.0492,-118.2391
2024-02-25 06:30:00,BURGLARY,Central,34.0327,-118.2647
2024-02-24 17:00:00,VEHICLE - STOLEN,Central,34.0445,-118.2558
2024-02-24 22:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0663,-118.2442
2024-02-23 19:30:00,BURGLARY FROM VEHICLE,Central,34.0451,-118.2701
2024-02-25 00:30:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0457,-118.2665
2024-02-24 23:30:00,BURGLARY FROM VEHICLE,Central,34.043,-118.242
2024-02-25 03:28:00,BURGLARY FROM VEHICLE,Central,34.0406,-118.268
2024-02-23 12:45:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0405,-118.2604
2024-02-24 21:00:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0409,-118.2574
2024-02-25 13:30:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0431,-118.2692
2024-02-23 11:35:00,THEFT OF IDENTITY,Central,34.0473,-118.2601
2024-02-24 20:22:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0573,-118.2474
2024-02-16 23:00:00,PICKPOCKET,Central,34.0456,-118.2504
2024-02-25 20:00:00,BRANDISH WEAPON,Central,34.0452,-118.2533
2024-02-24 23:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0381,-118.2401
2024-02-24 14:00:00,BURGLARY,Central,34.0599,-118.2426
2024-02-20 11:00:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0423,-118.263
2024-02-25 13:45:00,BRANDISH WEAPON,Central,34.048,-118.2577
2024-02-25 15:45:00,BATTERY - SIMPLE ASSAULT,Central,34.0395,-118.2405
2024-02-24 18:00:00,BATTERY - SIMPLE ASSAULT,Central,34.046,-118.251
2024-02-25 00:10:00,TRESPASSING,Central,34.0515,-118.2424
2024-02-25 11:40:00,BATTERY - SIMPLE ASSAULT,Central,34.0423,-118.2453
2024-02-25 15:00:00,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,Central,34.0487,-118.2627
2024-02-25 14:00:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0459,-118.2545
2024-02-25 22:40:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0561,-118.2375
2024-02-25 10:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.048,-118.2577
2024-02-25 14:20:00,TRESPASSING,Central,34.0492,-118.2391
2024-02-25 12:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-25 13:10:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-25 22:30:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0628,-118.2286
2024-02-24 15:15:00,BATTERY - SIMPLE ASSAULT,Central,34.0363,-118.2573
2024-02-25 12:40:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-24 11:45:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0547,-118.2335
2024-02-26 05:00:00,ROBBERY,Central,34.0396,-118.259
2024-02-25 11:09:00,BATTERY - SIMPLE ASSAULT,Central,34.0647,-118.2302
2024-02-24 23:00:00,VEHICLE - STOLEN,Central,34.0537,-118.2523
2024-02-25 06:45:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0561,-118.2375
2024-02-24 11:00:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0445,-118.2558
2024-02-26 09:55:00,BATTERY - SIMPLE ASSAULT,Central,34.0449,-118.2458
2024-02-26 11:40:00,VEHICLE - STOLEN,Central,34.0349,-118.263
2024-02-25 14:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0717,-118.2493
2024-02-25 08:00:00,VEHICLE - STOLEN,Central,34.0635,-118.2426
2024-02-25 01:10:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0423,-118.2561
2024-02-25 21:15:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0412,-118.2331
2024-02-26 17:20:00,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",Central,34.0483,-118.2631
2024-02-24 19:50:00,"THEFT, PERSON",Central,34.0452,-118.2569
2024-02-26 13:30:00,"BURGLARY, ATTEMPTED",Central,34.0415,-118.2655
2024-02-26 05:30:00,TRESPASSING,Central,34.0488,-118.25
2024-02-26 10:15:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0486,-118.2571
2024-02-25 22:00:00,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,Central,34.0615,-118.247
2024-02-25 21:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0649,-118.24
2024-02-26 15:50:00,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),Central,34.048,-118.2577
2024-02-26 23:55:00,FAILURE TO YIELD,Central,34.0329,-118.2631
2024-02-25 12:46:00,BATTERY - SIMPLE ASSAULT,Central,34.0516,-118.2491
2024-02-26 11:30:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0462,-118.2585
2024-02-06 13:15:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0503,-118.247
2024-02-23 20:00:00,BURGLARY FROM VEHICLE,Central,34.0442,-118.2681
2024-02-24 02:30:00,BURGLARY FROM VEHICLE,Central,34.0342,-118.2636
2024-02-24 21:30:00,BURGLARY FROM VEHICLE,Central,34.0509,-118.2316
2024-02-19 21:40:00,BIKE - STOLEN,Central,34.0663,-118.2442
2024-02-26 00:25:00,PICKPOCKET,Central,34.0573,-118.2474
2024-02-26 18:00:00,VEHICLE - STOLEN,Central,34.0627,-118.2463
2024-02-26 15:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0649,-118.24
2024-02-26 15:06:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-26 15:30:00,ARSON,Central,34.0446,-118.2507
2024-02-27 01:10:00,ROBBERY,Central,34.0516,-118.2491
2024-02-26 21:40:00,ARSON,Central,34.0453,-118.2499
2024-02-27 08:45:00,OTHER ASSAULT,Central,34.0435,-118.2427
2024-02-26 12:15:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-01 12:00:00,INDECENT EXPOSURE,Central,34.0488,-118.25
2024-02-26 07:30:00,TRESPASSING,Central,34.0515,-118.2424
2024-02-25 19:40:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0466,-118.2555
2024-02-21 16:00:00,"BUNCO, GRAND THEFT",Central,34.0519,-118.2506
2024-02-26 16:14:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-23 06:52:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0415,-118.262
2024-02-27 09:50:00,ROBBERY,Central,34.0503,-118.2434
2024-02-26 18:00:00,BURGLARY FROM VEHICLE,Central,34.051,-118.2445
2024-02-26 21:30:00,VEHICLE - STOLEN,Central,34.0607,-118.2494
2024-02-26 22:40:00,ARSON,Central,34.0453,-118.2499
2024-02-26 17:20:00,BURGLARY FROM VEHICLE,Central,34.064,-118.2327
2024-02-27 14:00:00,BOMB SCARE,Central,34.0364,-118.2659
2024-02-27 16:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0525,-118.2432
2024-02-27 04:05:00,BURGLARY,Central,34.0619,-118.2369
2024-02-20 10:00:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0561,-118.2375
2024-02-22 15:00:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.046,-118.251
2024-02-27 21:00:00,BRANDISH WEAPON,Central,34.0522,-118.2538
2024-02-27 17:18:00,DISCHARGE FIREARMS/SHOTS FIRED,Central,34.0502,-118.2575
2024-02-26 03:00:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0408,-118.2644
2024-02-25 13:12:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0566,-118.2531
2024-02-21 21:50:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,Central,34.049,-118.2381
2024-02-10 23:25:00,BURGLARY FROM VEHICLE,Central,34.0488,-118.2518
2024-02-21 11:45:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0401,-118.2504
2024-02-25 19:30:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0737,-118.2504
2024-02-27 14:00:00,TRESPASSING,Central,34.0549,-118.2511
2024-02-27 16:40:00,TRESPASSING,Central,34.0549,-118.2511
2024-02-28 08:00:00,BRANDISH WEAPON,Central,34.0559,-118.232
2024-02-27 12:30:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0437,-118.2455
2024-02-27 05:25:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0562,-118.2307
2024-02-28 11:00:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0437,-118.2455
2024-02-19 11:05:00,BURGLARY FROM VEHICLE,Central,34.0382,-118.2316
2024-02-27 19:00:00,BURGLARY FROM VEHICLE,Central,34.0469,-118.2645
2024-02-28 10:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0433,-118.2488
2024-02-28 11:15:00,BATTERY - SIMPLE ASSAULT,Central,34.0585,-118.2403
2024-02-28 21:30:00,CRUELTY TO ANIMALS,Central,34.0519,-118.2531
2024-02-27 18:50:00,BATTERY - SIMPLE ASSAULT,Central,34.0491,-118.2558
2024-02-27 21:45:00,VIOLATION OF COURT ORDER,Central,34.0414,-118.2399
2024-02-28 08:50:00,TRESPASSING,Central,34.0524,-118.2467
2024-02-27 15:05:00,TRESPASSING,Central,34.0549,-118.2511
2024-02-27 13:10:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0467,-118.2485
2024-02-27 17:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-23 17:38:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0459,-118.2352
2024-02-28 08:15:00,TRESPASSING,Central,34.043,-118.2641
2024-02-28 00:45:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0462,-118.2585
2024-02-25 00:20:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0537,-118.2523
2024-02-27 15:45:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0488,-118.2518
2024-02-26 15:00:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0425,-118.2493
2024-02-23 21:00:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0473,-118.2566
2024-02-27 20:15:00,BURGLARY FROM VEHICLE,Central,34.0461,-118.2395
2024-02-24 01:05:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0475,-118.239
2024-02-25 07:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0532,-118.2425
2024-02-27 20:15:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.048,-118.2577
2024-02-25 15:45:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0351,-118.2614
2024-02-24 22:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.051,-118.2445
2024-02-27 14:15:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-23 20:04:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-27 11:45:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-26 16:39:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-27 22:45:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-02-25 23:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0607,-118.2494
2024-02-24 22:00:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,Central,34.0607,-118.2494
2024-02-28 10:00:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0425,-118.2493
2024-02-28 14:45:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0453,-118.2499
2024-02-28 14:30:00,BATTERY - SIMPLE ASSAULT,Central,34.0453,-118.2499
2024-02-26 12:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0423,-118.2561
2024-02-28 19:50:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.048,-118.2577
2024-02-27 17:30:00,BURGLARY FROM VEHICLE,Central,34.0453,-118.249
2024-02-28 16:20:00,BATTERY - SIMPLE ASSAULT,Central,34.0561,-118.2375
2024-02-27 18:30:00,BURGLARY,Central,34.0506,-118.2371
